profile_id,sample,minute,load_kW,available_flex_kW
1,in_sample,45,530.7790829725461,310.7790829725461
1,in_sample,46,552.1125879973223,332.1125879973223
1,in_sample,47,544.2360745294345,324.2360745294345
1,in_sample,48,529.4190418045516,309.4190418045516
1,in_sample,49,542.1937270827999,322.1937270827999
1,in_sample,50,516.9764009354516,296.9764009354516
1,in_sample,51,495.96997510870915,275.96997510870915
1,in_sample,52,461.48533399127956,241.48533399127956
1,in_sample,53,481.57004041642926,261.57004041642926
1,in_sample,54,493.1096003778715,273.1096003778715
1,in_sample,55,507.471176881715,287.471176881715
1,in_sample,56,527.1222090532527,307.12220905325273
1,in_sample,57,524.2463133409366,304.2463133409366
1,in_sample,58,529.0581970576392,309.0581970576392
1,in_sample,59,503.8439869265752,283.8439869265752
1,in_sample,60,476.86109207409334,256.86109207409334
2,in_sample,1,473.99312548037926,253.99312548037926
2,in_sample,2,471.96985991039855,251.96985991039855
2,in_sample,3,476.53638736408175,256.53638736408175
2,in_sample,4,495.0863073832035,275.0863073832035
2,in_sample,5,504.5165897832449,284.5165897832449
2,in_sample,6,508.2671478293046,288.2671478293046
2,in_sample,7,512.4116490814836,292.4116490814836
2,in_sample,8,498.6881559458664,278.6881559458664
2,in_sample,9,465.8454043656222,245.8454043656222
2,in_sample,10,461.41562161188756,241.41562161188756
2,in_sample,11,441.4365487092546,221.43654870925462
2,in_sample,12,435.03355376997916,215.03355376997916
2,in_sample,13,459.7717688987508,239.7717688987508
2,in_sample,14,441.14753290932464,221.14753290932464
2,in_sample,15,410.22872482755923,190.22872482755923
2,in_sample,16,394.925597269099,174.925597269099
2,in_sample,17,380.47716031276684,160.47716031276684
2,in_sample,18,391.8113163436495,171.81131634364948
2,in_sample,19,395.80356700753896,175.80356700753896
2,in_sample,20,415.6764416449879,195.6764416449879
2,in_sample,21,427.17838946790505,207.17838946790505
2,in_sample,22,420.62546976871,200.62546976871
2,in_sample,23,442.6068966953324,222.6068966953324
2,in_sample,24,419.2950010888717,199.2950010888717
2,in_sample,25,385.8848462082419,165.88484620824192
2,in_sample,26,357.18819646253684,137.18819646253684
2,in_sample,27,372.75335100428833,152.75335100428833
2,in_sample,28,370.08475712188545,150.08475712188545
2,in_sample,29,346.3737816542376,126.37378165423758
2,in_sample,30,346.446915911473,126.44691591147301
2,in_sample,31,322.1087631013948,102.1087631013948
2,in_sample,32,335.8511893568363,115.8511893568363
2,in_sample,33,332.08212864701846,112.08212864701846
2,in_sample,34,323.75361447377225,103.75361447377225
2,in_sample,35,309.8594607141236,89.8594607141236
2,in_sample,36,318.9792422324458,98.97924223244581
2,in_sample,37,309.3061249711831,89.30612497118312
2,in_sample,38,280.4416193233102,60.44161932331019
2,in_sample,39,253.70203247174626,33.702032471746264
2,in_sample,40,286.08432458437767,66.08432458437767
2,in_sample,41,314.68497293391016,94.68497293391016
2,in_sample,42,328.6644723006626,108.66447230066262
2,in_sample,43,312.275369602829,92.27536960282902
2,in_sample,44,345.1177160171697,125.1177160171697
2,in_sample,45,364.63027929477533,144.63027929477533
2,in_sample,46,379.812592535905,159.81259253590503
2,in_sample,47,376.26789768597024,156.26789768597024
2,in_sample,48,360.32480701513134,140.32480701513134
2,in_sample,49,332.07217436587626,112.07217436587626
2,in_sample,50,360.2543421239452,140.2543421239452
2,in_sample,51,357.158682412298,137.158682412298
2,in_sample,52,336.3241179479641,116.32411794796411
2,in_sample,53,322.7410816385098,102.7410816385098
2,in_sample,54,328.2864514644425,108.28645146444251
2,in_sample,55,305.6605462701887,85.66054627018872
2,in_sample,56,330.623546156655,110.62354615665498
2,in_sample,57,348.7199132451197,128.7199132451197
2,in_sample,58,364.0823201616853,144.0823201616853
2,in_sample,59,359.32883294594257,139.32883294594257
2,in_sample,60,368.2404517951136,148.2404517951136
3,in_sample,1,441.95722818683953,221.95722818683953
3,in_sample,2,452.44649029567694,232.44649029567694
3,in_sample,3,423.3575927754692,203.3575927754692
3,in_sample,4,417.46411092741187,197.46411092741187
3,in_sample,5,385.37710309774434,165.37710309774434
3,in_sample,6,384.9564604448607,164.95646044486068
3,in_sample,7,373.04674530815566,153.04674530815566
3,in_sample,8,348.16343852877895,128.16343852877895
3,in_sample,9,320.40164626935757,100.40164626935757
3,in_sample,10,326.5367663217974,106.53676632179742
3,in_sample,11,303.4782741193794,83.47827411937942
3,in_sample,12,333.23668240575523,113.23668240575523
3,in_sample,13,338.9109621847829,118.91096218478287
3,in_sample,14,328.1918485022215,108.19184850222149
3,in_sample,15,334.55593290592066,114.55593290592066
3,in_sample,16,301.15220387799945,81.15220387799945
3,in_sample,17,333.25134880490066,113.25134880490066
3,in_sample,18,332.01258939090366,112.01258939090366
3,in_sample,19,351.8040552984237,131.8040552984237
3,in_sample,20,322.5951552929944,102.59515529299438
3,in_sample,21,321.6612384516656,101.66123845166561
3,in_sample,22,321.0107280564821,101.0107280564821
3,in_sample,23,351.6585799047309,131.6585799047309
3,in_sample,24,356.6795435710562,136.67954357105617
3,in_sample,25,354.8238016450429,134.82380164504292
3,in_sample,26,338.51209806147546,118.51209806147546
3,in_sample,27,326.7219278754541,106.72192787545413
3,in_sample,28,328.1689960484618,108.16899604846179
3,in_sample,29,323.89279826981505,103.89279826981505
3,in_sample,30,290.4056438614382,70.4056438614382
3,in_sample,31,313.24607855504325,93.24607855504325
3,in_sample,32,340.9773325838269,120.97733258382692
3,in_sample,33,315.79476881372966,95.79476881372966
3,in_sample,34,319.57729886146313,99.57729886146313
3,in_sample,35,292.1776007409442,72.17760074094417
3,in_sample,36,304.234407253731,84.23440725373098
3,in_sample,37,288.9207721224616,68.92077212246159
3,in_sample,38,300.0803565508947,80.08035655089469
3,in_sample,39,315.96997955097646,95.96997955097646
3,in_sample,40,334.7753039852125,114.77530398521247
3,in_sample,41,307.3171702021252,87.31717020212523
3,in_sample,42,336.43799936175776,116.43799936175776
3,in_sample,43,317.5529787243994,97.5529787243994
3,in_sample,44,285.17185765673196,65.17185765673196
3,in_sample,45,289.0115305141358,69.01153051413581
3,in_sample,46,279.9760903845065,59.976090384506506
3,in_sample,47,303.0613724037754,83.06137240377541
3,in_sample,48,324.63897544827654,104.63897544827654
3,in_sample,49,311.8386979458666,91.83869794586661
3,in_sample,50,343.54165560074875,123.54165560074875
3,in_sample,51,328.9059042705571,108.90590427055707
3,in_sample,52,329.9599033167771,109.95990331677712
3,in_sample,53,312.8774596565093,92.8774596565093
3,in_sample,54,343.4005095599367,123.40050955993672
3,in_sample,55,319.923056790678,99.923056790678
3,in_sample,56,288.06680014814106,68.06680014814106
3,in_sample,57,283.5235943483537,63.5235943483537
3,in_sample,58,317.9898838322623,97.98988383226231
3,in_sample,59,345.4072924701063,125.40729247010631
3,in_sample,60,362.80985383209276,142.80985383209276
4,in_sample,1,558.5011465338395,338.50114653383946
4,in_sample,2,586.0424113126899,366.04241131268986
4,in_sample,3,576.4444655074618,356.4444655074618
4,in_sample,4,559.9438599991347,339.9438599991347
4,in_sample,5,578.9847302469038,358.98473024690384
4,in_sample,6,581.0478643884203,361.0478643884203
4,in_sample,7,566.2074968489296,346.2074968489296
4,in_sample,8,537.7060954092225,317.7060954092225
4,in_sample,9,554.9813682036543,334.98136820365426
4,in_sample,10,538.3536043182548,318.35360431825484
4,in_sample,11,568.9305248556194,348.9305248556194
4,in_sample,12,549.8513242714846,329.8513242714846
4,in_sample,13,523.4443795402887,303.44437954028865
4,in_sample,14,546.622266589032,326.62226658903205
4,in_sample,15,522.3521687527466,302.3521687527466
4,in_sample,16,499.9009503237883,279.9009503237883
4,in_sample,17,506.8577457302473,286.8577457302473
4,in_sample,18,533.0770885888699,313.07708858886986
4,in_sample,19,511.82751518889,291.82751518889
4,in_sample,20,498.5501722918966,278.5501722918966
4,in_sample,21,517.968510968779,297.968510968779
4,in_sample,22,550.9963607930467,330.99636079304673
4,in_sample,23,551.0482438272107,331.04824382721074
4,in_sample,24,526.1210690057983,306.1210690057983
4,in_sample,25,492.0966091453724,272.0966091453724
4,in_sample,26,473.17253124529225,253.17253124529225
4,in_sample,27,447.4000864903487,227.4000864903487
4,in_sample,28,459.83619364324875,239.83619364324875
4,in_sample,29,433.3644689672459,213.3644689672459
4,in_sample,30,433.8075641806902,213.80756418069018
4,in_sample,31,447.4059346756922,227.4059346756922
4,in_sample,32,453.08409732115535,233.08409732115535
4,in_sample,33,432.06839293735936,212.06839293735936
4,in_sample,34,453.35710977011775,233.35710977011775
4,in_sample,35,468.43560884322386,248.43560884322386
4,in_sample,36,485.1644891173118,265.1644891173118
4,in_sample,37,459.3385317263237,239.3385317263237
4,in_sample,38,433.0012979818478,213.0012979818478
4,in_sample,39,462.93067655230334,242.93067655230334
4,in_sample,40,455.7611501200492,235.7611501200492
4,in_sample,41,441.827558544715,221.82755854471498
4,in_sample,42,441.0284417193223,221.0284417193223
4,in_sample,43,452.4289366127731,232.4289366127731
4,in_sample,44,484.322564606061,264.322564606061
4,in_sample,45,469.37380048780483,249.37380048780483
4,in_sample,46,499.11039053964674,279.11039053964674
4,in_sample,47,465.85055493668466,245.85055493668466
4,in_sample,48,469.71441789956236,249.71441789956236
4,in_sample,49,479.0926757172383,259.0926757172383
4,in_sample,50,451.505493979791,231.50549397979103
4,in_sample,51,426.3292657742649,206.3292657742649
4,in_sample,52,420.66726812640616,200.66726812640616
4,in_sample,53,453.3035019764289,233.3035019764289
4,in_sample,54,460.026480702835,240.026480702835
4,in_sample,55,490.33810621484974,270.33810621484974
4,in_sample,56,511.6433703077577,291.6433703077577
4,in_sample,57,509.36008241662813,289.36008241662813
4,in_sample,58,529.2935238642812,309.29352386428116
4,in_sample,59,495.5420987426703,275.5420987426703
4,in_sample,60,468.18217851627173,248.18217851627173
5,in_sample,1,535.1828736554398,315.18287365543983
5,in_sample,2,555.9600698382012,335.9600698382012
5,in_sample,3,537.2449217758516,317.2449217758516
5,in_sample,4,539.3987931177853,319.3987931177853
5,in_sample,5,546.819900566786,326.81990056678603
5,in_sample,6,572.5616273311068,352.5616273311068
5,in_sample,7,575.2186567802989,355.21865678029894
5,in_sample,8,564.8827393657396,344.88273936573955
5,in_sample,9,556.0756224042424,336.0756224042424
5,in_sample,10,550.8873684503881,330.88736845038807
5,in_sample,11,561.5225402409862,341.52254024098625
5,in_sample,12,587.2468844636489,367.24688446364894
5,in_sample,13,573.921874715028,353.921874715028
5,in_sample,14,554.0594505915437,334.05945059154374
5,in_sample,15,535.6258160013745,315.62581600137446
5,in_sample,16,552.8468156184157,332.8468156184157
5,in_sample,17,575.0066290580894,355.0066290580894
5,in_sample,18,546.32261595483,326.32261595483
5,in_sample,19,515.9817359416925,295.9817359416925
5,in_sample,20,522.5920924046441,302.59209240464406
5,in_sample,21,497.82421949813295,277.82421949813295
5,in_sample,22,520.5507128300768,300.5507128300768
5,in_sample,23,507.274140004762,287.274140004762
5,in_sample,24,482.34517531274196,262.34517531274196
5,in_sample,25,511.81310838686346,291.81310838686346
5,in_sample,26,488.40032897833294,268.40032897833294
5,in_sample,27,473.3307347419884,253.3307347419884
5,in_sample,28,449.08367240543254,229.08367240543254
5,in_sample,29,422.1679768620074,202.16797686200738
5,in_sample,30,388.6483380055582,168.64833800555817
5,in_sample,31,357.5260166470564,137.5260166470564
5,in_sample,32,334.75091961256607,114.75091961256607
5,in_sample,33,303.48765489646837,83.48765489646837
5,in_sample,34,309.86772202423634,89.86772202423634
5,in_sample,35,322.5177389002018,102.51773890020178
5,in_sample,36,315.07187087844375,95.07187087844375
5,in_sample,37,302.3312476650872,82.33124766508718
5,in_sample,38,302.6480842566433,82.6480842566433
5,in_sample,39,328.8984302130659,108.89843021306592
5,in_sample,40,353.47764409062034,133.47764409062034
5,in_sample,41,321.5208984315158,101.52089843151577
5,in_sample,42,299.22578710327247,79.22578710327247
5,in_sample,43,280.79792808058016,60.797928080580164
5,in_sample,44,263.255058388835,43.25505838883498
5,in_sample,45,268.2413440108291,48.241344010829096
5,in_sample,46,262.3797138100526,42.37971381005258
5,in_sample,47,230.82750220498417,10.827502204984171
5,in_sample,48,237.12180275406928,17.12180275406928
5,in_sample,49,247.29894788492285,27.298947884922853
5,in_sample,50,226.33405258035955,6.334052580359554
5,in_sample,51,254.45021968584672,34.45021968584672
5,in_sample,52,223.6087630412881,3.608763041288114
5,in_sample,53,255.70700057158038,35.70700057158038
5,in_sample,54,227.64492048217167,7.6449204821716705
5,in_sample,55,255.97418673163796,35.97418673163796
5,in_sample,56,284.15990680657114,64.15990680657114
5,in_sample,57,317.72985444763265,97.72985444763265
5,in_sample,58,338.8716660667842,118.8716660667842
5,in_sample,59,358.4350939207772,138.4350939207772
5,in_sample,60,368.4089232404655,148.40892324046553
6,in_sample,1,516.018614739689,296.01861473968904
6,in_sample,2,490.4372693286093,270.4372693286093
6,in_sample,3,492.9620318449439,272.9620318449439
6,in_sample,4,493.9576327582729,273.9576327582729
6,in_sample,5,518.987682846852,298.98768284685195
6,in_sample,6,516.3836384383981,296.38363843839807
6,in_sample,7,508.3399031654228,288.3399031654228
6,in_sample,8,518.1093321520206,298.10933215202056
6,in_sample,9,501.76176437707977,281.76176437707977
6,in_sample,10,476.54555314385675,256.54555314385675
6,in_sample,11,474.99696232551895,254.99696232551895
6,in_sample,12,469.1792181271609,249.17921812716088
6,in_sample,13,450.45911396418205,230.45911396418205
6,in_sample,14,441.184940672241,221.184940672241
6,in_sample,15,431.8324121600783,211.83241216007832
6,in_sample,16,419.7571016689565,199.75710166895652
6,in_sample,17,411.31958724984156,191.31958724984156
6,in_sample,18,424.32162143175776,204.32162143175776
6,in_sample,19,410.10297465174773,190.10297465174773
6,in_sample,20,441.52302952182157,221.52302952182157
6,in_sample,21,470.667390889494,250.66739088949402
6,in_sample,22,469.3311208704995,249.3311208704995
6,in_sample,23,457.31640522082773,237.31640522082773
6,in_sample,24,459.79684050892797,239.79684050892797
6,in_sample,25,484.19607472308167,264.19607472308167
6,in_sample,26,494.8771885622888,274.8771885622888
6,in_sample,27,516.1846165185842,296.1846165185842
6,in_sample,28,518.475175843186,298.475175843186
6,in_sample,29,527.7794098919194,307.7794098919194
6,in_sample,30,512.9503028846917,292.9503028846917
6,in_sample,31,529.392824246412,309.39282424641203
6,in_sample,32,508.5611457652123,288.5611457652123
6,in_sample,33,522.1970147825073,302.19701478250727
6,in_sample,34,547.4473495653199,327.4473495653199
6,in_sample,35,521.6945481764279,301.69454817642793
6,in_sample,36,529.7011300143623,309.7011300143623
6,in_sample,37,501.35783239045776,281.35783239045776
6,in_sample,38,517.1579263694576,297.15792636945764
6,in_sample,39,488.07245168710404,268.07245168710404
6,in_sample,40,518.5882392761479,298.5882392761479
6,in_sample,41,493.20679437879403,273.20679437879403
6,in_sample,42,525.3284115924297,305.3284115924297
6,in_sample,43,546.3903039183865,326.3903039183865
6,in_sample,44,552.9480442310313,332.9480442310313
6,in_sample,45,572.7317315550996,352.7317315550996
6,in_sample,46,587.2421557934222,367.24215579342217
6,in_sample,47,597.4223688746587,377.4223688746587
6,in_sample,48,571.9439150785295,351.94391507852947
6,in_sample,49,574.1517908463558,354.15179084635577
6,in_sample,50,544.9353642996405,324.93536429964047
6,in_sample,51,553.066963301329,333.066963301329
6,in_sample,52,530.0573545878242,310.0573545878242
6,in_sample,53,534.6038973908951,314.6038973908951
6,in_sample,54,539.6740333732646,319.6740333732646
6,in_sample,55,537.2929940819505,317.2929940819505
6,in_sample,56,538.8772183678691,318.8772183678691
6,in_sample,57,557.3518556683302,337.35185566833024
6,in_sample,58,578.2989858241749,358.2989858241749
6,in_sample,59,571.2045722771952,351.2045722771952
6,in_sample,60,574.4558923389188,354.45589233891883
7,in_sample,1,573.8697695622386,353.8697695622386
7,in_sample,2,546.1891114184524,326.1891114184524
7,in_sample,3,519.3863610314602,299.3863610314602
7,in_sample,4,490.525991865214,270.525991865214
7,in_sample,5,501.57642181805096,281.57642181805096
7,in_sample,6,495.8790028733775,275.8790028733775
7,in_sample,7,515.0815020033065,295.08150200330647
7,in_sample,8,527.067700934908,307.067700934908
7,in_sample,9,515.4223440178846,295.4223440178846
7,in_sample,10,543.3080023331921,323.3080023331921
7,in_sample,11,561.6852526281377,341.68525262813773
7,in_sample,12,545.6226984918501,325.6226984918501
7,in_sample,13,536.1161397358939,316.11613973589385
7,in_sample,14,523.1269383501923,303.1269383501923
7,in_sample,15,499.15975375394225,279.15975375394225
7,in_sample,16,474.50458983189566,254.50458983189566
7,in_sample,17,505.03351226819774,285.03351226819774
7,in_sample,18,500.68679487211045,280.68679487211045
7,in_sample,19,492.5191824665291,272.5191824665291
7,in_sample,20,508.5971820739456,288.5971820739456
7,in_sample,21,512.3066966416485,292.3066966416485
7,in_sample,22,542.8364957203408,322.83649572034085
7,in_sample,23,562.4576002939983,342.4576002939983
7,in_sample,24,561.0134697827161,341.01346978271613
7,in_sample,25,552.358632926374,332.35863292637396
7,in_sample,26,586.4228410710765,366.4228410710765
7,in_sample,27,586.2895941282871,366.28959412828715
7,in_sample,28,597.6226720800802,377.6226720800802
7,in_sample,29,567.0510847122071,347.05108471220706
7,in_sample,30,589.8439256289564,369.8439256289564
7,in_sample,31,583.6116813143129,363.61168131431293
7,in_sample,32,554.8770313752915,334.8770313752915
7,in_sample,33,561.055091373137,341.055091373137
7,in_sample,34,574.0818369305184,354.0818369305184
7,in_sample,35,539.8312939556729,319.8312939556729
7,in_sample,36,536.6335512845951,316.6335512845951
7,in_sample,37,559.4115170683376,339.4115170683376
7,in_sample,38,545.0866488424239,325.08664884242387
7,in_sample,39,542.1850145683225,322.18501456832246
7,in_sample,40,538.147003463075,318.14700346307495
7,in_sample,41,524.2819208640493,304.2819208640493
7,in_sample,42,553.5728535501381,333.5728535501381
7,in_sample,43,573.2634360303442,353.2634360303442
7,in_sample,44,545.0907845401082,325.0907845401082
7,in_sample,45,579.8832105887383,359.8832105887383
7,in_sample,46,593.3418931788844,373.34189317888445
7,in_sample,47,570.1689812108407,350.1689812108407
7,in_sample,48,589.4258390914222,369.4258390914222
7,in_sample,49,559.2758199607441,339.2758199607441
7,in_sample,50,594.2131510939408,374.21315109394084
7,in_sample,51,586.364333844588,366.36433384458803
7,in_sample,52,582.9835970605877,362.9835970605877
7,in_sample,53,552.6879983575277,332.6879983575277
7,in_sample,54,580.4803362802915,360.48033628029145
7,in_sample,55,547.0613794430377,327.0613794430377
7,in_sample,56,528.919343505918,308.91934350591805
7,in_sample,57,503.9308747675825,283.9308747675825
7,in_sample,58,523.3046306160378,303.3046306160378
7,in_sample,59,502.17892652094065,282.17892652094065
7,in_sample,60,530.9236024201026,310.9236024201026
8,in_sample,1,469.3822349444463,249.38223494444628
8,in_sample,2,436.91362467907504,216.91362467907504
8,in_sample,3,402.29371306808406,182.29371306808406
8,in_sample,4,370.909767259092,150.909767259092
8,in_sample,5,378.32452969443295,158.32452969443295
8,in_sample,6,399.42825645459203,179.42825645459203
8,in_sample,7,381.1269538985092,161.1269538985092
8,in_sample,8,405.58557290312433,185.58557290312433
8,in_sample,9,374.5918087138526,154.59180871385257
8,in_sample,10,395.6592784687699,175.6592784687699
8,in_sample,11,425.60495858082953,205.60495858082953
8,in_sample,12,444.65254651813615,224.65254651813615
8,in_sample,13,458.52100139664077,238.52100139664077
8,in_sample,14,482.1796167025176,262.1796167025176
8,in_sample,15,449.99020767081225,229.99020767081225
8,in_sample,16,429.11495542114613,209.11495542114613
8,in_sample,17,402.85961297254113,182.85961297254113
8,in_sample,18,403.1767822860502,183.17678228605018
8,in_sample,19,420.3399512690693,200.33995126906927
8,in_sample,20,429.44078038941717,209.44078038941717
8,in_sample,21,454.01995737275263,234.01995737275263
8,in_sample,22,429.88486684362897,209.88486684362897
8,in_sample,23,446.3083432790903,226.3083432790903
8,in_sample,24,424.8212476399136,204.82124763991362
8,in_sample,25,408.77436023215967,188.77436023215967
8,in_sample,26,423.4676890418509,203.46768904185092
8,in_sample,27,457.0820239847586,237.08202398475862
8,in_sample,28,464.8900764031535,244.8900764031535
8,in_sample,29,433.7050984525442,213.70509845254418
8,in_sample,30,441.8467263474715,221.84672634747147
8,in_sample,31,409.81126495808314,189.81126495808314
8,in_sample,32,436.7014647537603,216.70146475376032
8,in_sample,33,451.37194471080375,231.37194471080375
8,in_sample,34,428.49089396037897,208.49089396037897
8,in_sample,35,399.91136436807284,179.91136436807284
8,in_sample,36,377.7586903896952,157.75869038969518
8,in_sample,37,411.36059295848867,191.36059295848867
8,in_sample,38,408.459837930583,188.45983793058298
8,in_sample,39,428.34550431448156,208.34550431448156
8,in_sample,40,437.89408826202595,217.89408826202595
8,in_sample,41,442.96300875913056,222.96300875913056
8,in_sample,42,418.12212658568404,198.12212658568404
8,in_sample,43,449.34383833475067,229.34383833475067
8,in_sample,44,435.4378226107809,215.43782261078093
8,in_sample,45,440.89902771730885,220.89902771730885
8,in_sample,46,454.8833438385435,234.8833438385435
8,in_sample,47,465.3296647057151,245.32966470571512
8,in_sample,48,496.1712733844014,276.1712733844014
8,in_sample,49,471.56200267880547,251.56200267880547
8,in_sample,50,472.14669437009144,252.14669437009144
8,in_sample,51,465.4291017219451,245.42910172194507
8,in_sample,52,463.62091278572836,243.62091278572836
8,in_sample,53,436.96613961957047,216.96613961957047
8,in_sample,54,411.35276231066405,191.35276231066405
8,in_sample,55,395.81805051535207,175.81805051535207
8,in_sample,56,382.14737277861025,162.14737277861025
8,in_sample,57,377.10059773630474,157.10059773630474
8,in_sample,58,384.86972602886874,164.86972602886874
8,in_sample,59,394.29376424814717,174.29376424814717
8,in_sample,60,388.1205270091371,168.1205270091371
9,in_sample,1,375.33758158290493,155.33758158290493
9,in_sample,2,355.5715784516923,135.5715784516923
9,in_sample,3,361.75301584032286,141.75301584032286
9,in_sample,4,348.9458796325295,128.9458796325295
9,in_sample,5,316.47006803194495,96.47006803194495
9,in_sample,6,310.7580711229252,90.75807112292517
9,in_sample,7,308.9473583792371,88.94735837923707
9,in_sample,8,289.73885915353185,69.73885915353185
9,in_sample,9,294.81091447207996,74.81091447207996
9,in_sample,10,299.4149475023144,79.41494750231442
9,in_sample,11,313.5551001800404,93.55510018004043
9,in_sample,12,323.91149393412513,103.91149393412513
9,in_sample,13,334.58180789059736,114.58180789059736
9,in_sample,14,321.71679851828037,101.71679851828037
9,in_sample,15,341.8370540572971,121.83705405729711
9,in_sample,16,345.2771609092747,125.2771609092747
9,in_sample,17,340.476434571867,120.476434571867
9,in_sample,18,349.297308237741,129.297308237741
9,in_sample,19,339.5433216492588,119.54332164925881
9,in_sample,20,340.4350687717319,120.43506877173189
9,in_sample,21,357.0044669654873,137.00446696548732
9,in_sample,22,384.0526690361469,164.05266903614688
9,in_sample,23,413.5266728468103,193.5266728468103
9,in_sample,24,413.78097760962726,193.78097760962726
9,in_sample,25,415.2002356414671,195.2002356414671
9,in_sample,26,436.19116439493564,216.19116439493564
9,in_sample,27,423.20271281702975,203.20271281702975
9,in_sample,28,446.81947818118454,226.81947818118454
9,in_sample,29,446.40939343740416,226.40939343740416
9,in_sample,30,419.51936414087294,199.51936414087294
9,in_sample,31,389.563504435979,169.56350443597898
9,in_sample,32,413.5030292087414,193.5030292087414
9,in_sample,33,382.39278339222284,162.39278339222284
9,in_sample,34,367.03558392157873,147.03558392157873
9,in_sample,35,355.4246867566869,135.42468675668692
9,in_sample,36,332.5342979200985,112.53429792009848
9,in_sample,37,319.50683380623775,99.50683380623775
9,in_sample,38,336.4953134769937,116.49531347699372
9,in_sample,39,302.52311252619864,82.52311252619864
9,in_sample,40,325.4252522426467,105.4252522426467
9,in_sample,41,350.3836138928658,130.3836138928658
9,in_sample,42,341.4419240162742,121.44192401627419
9,in_sample,43,317.19482695051863,97.19482695051863
9,in_sample,44,324.2536555066743,104.2536555066743
9,in_sample,45,297.6307344172169,77.6307344172169
9,in_sample,46,288.1750896926946,68.1750896926946
9,in_sample,47,320.26513235576266,100.26513235576266
9,in_sample,48,354.9476454366173,134.94764543661728
9,in_sample,49,373.99498783143827,153.99498783143827
9,in_sample,50,360.7622935258919,140.7622935258919
9,in_sample,51,373.89884696751835,153.89884696751835
9,in_sample,52,388.2772925513992,168.27729255139923
9,in_sample,53,380.4262112128547,160.4262112128547
9,in_sample,54,390.28841563388585,170.28841563388585
9,in_sample,55,356.0393507821832,136.0393507821832
9,in_sample,56,335.6733868843401,115.67338688434012
9,in_sample,57,337.4295680920484,117.42956809204838
9,in_sample,58,313.8921593901291,93.89215939012911
9,in_sample,59,290.5056401414865,70.50564014148648
9,in_sample,60,314.0469404800031,94.04694048000312
10,in_sample,1,595.8705410197701,375.87054101977014
10,in_sample,2,582.6253239480711,362.6253239480711
10,in_sample,3,591.57132928798,371.57132928798
10,in_sample,4,599.5796827469853,379.5796827469853
10,in_sample,5,569.5950540418138,349.5950540418138
10,in_sample,6,563.9125341527086,343.91253415270864
10,in_sample,7,556.392624261643,336.39262426164305
10,in_sample,8,526.996074116876,306.996074116876
10,in_sample,9,544.8691862125081,324.8691862125081
10,in_sample,10,540.2337181250896,320.2337181250896
10,in_sample,11,538.0866035184176,318.08660351841763
10,in_sample,12,513.6337116853445,293.63371168534445
10,in_sample,13,491.2985773415052,271.2985773415052
10,in_sample,14,519.7958308924403,299.79583089244034
10,in_sample,15,487.92126712063987,267.92126712063987
10,in_sample,16,469.2209270666993,249.2209270666993
10,in_sample,17,454.6650801887163,234.66508018871627
10,in_sample,18,453.97890815682734,233.97890815682734
10,in_sample,19,460.03007026786304,240.03007026786304
10,in_sample,20,459.5603685774097,239.5603685774097
10,in_sample,21,430.4484419963914,210.4484419963914
